dt,age_cd,sex_cd,home_sido_nm,h0d0h0_dur_r,h0d0h1_dur_r,h0d1h0_dur_r,h0d1h1_dur_r,h1d0h0_dur_r,h1d0h1_dur_r,h1d1h0_dur_r,h1d1h1_dur_r
20210104,60,\N,\N,0.111874666,0.88800822,0.33180471,0.668078175,0.103527498,0.896433803,0.231259495,0.768702485
20210104,70,\N,\N,0.070994665,0.927648736,0.183819038,0.814824363,0.067285632,0.932555874,0.132587397,0.867255453
20210104,\N,1,\N,0.15328076,0.846315784,0.443173596,0.556422948,0.141950084,0.857824647,0.267773058,0.732002046
20210104,\N,2,\N,0.101730493,0.897823375,0.3116669,0.687886968,0.104860264,0.894922911,0.202552059,0.797231115
20210104,\N,\N,충청북도,0.13233512,0.866708492,0.37431682,0.624726792,0.134732756,0.864878712,0.247174282,0.752441905
20210104,\N,\N,충청남도,0.143127584,0.856234102,0.386427592,0.612934094,0.146978397,0.852748727,0.26083852,0.738889806
20210104,\N,\N,제주특별자치도,0.136931591,0.859211721,0.350257541,0.645885771,0.134552504,0.86394151,0.233203932,0.765290082
20210104,\N,\N,전라북도,0.131312023,0.867861532,0.360364624,0.638808931,0.135434026,0.864178083,0.245775131,0.753836978
20210104,\N,\N,전라남도,0.149554531,0.849758999,0.378706375,0.620607155,0.15565759,0.844088861,0.271466712,0.728279739
20210104,\N,\N,인천광역시,0.130401372,0.869194236,0.389976795,0.609618812,0.118887359,0.880925722,0.229735497,0.770078482
20210104,\N,\N,울산광역시,0.142653163,0.855895434,0.389225932,0.609322665,0.138330662,0.860948872,0.265702755,0.733572591
20210104,\N,\N,세종특별자치시,0.137683277,0.855943597,0.40336555,0.590261325,0.137758557,0.858355028,0.247002604,0.749110981
20210104,\N,\N,서울특별시,0.11326678,0.886675895,0.366073107,0.633869568,0.105965175,0.893977981,0.203415949,0.796527448
20210104,\N,\N,부산광역시,0.128605116,0.87111974,0.379178746,0.62054611,0.123980568,0.875727393,0.242489422,0.757220953
20210104,\N,\N,대전광역시,0.125070131,0.873548573,0.380354516,0.618264187,0.123981871,0.875326533,0.236495962,0.762810548
20210104,\N,\N,대구광역시,0.123338191,0.876247822,0.385693652,0.613892361,0.118896973,0.880764654,0.249900319,0.749760363
20210104,\N,\N,광주광역시,0.130144656,0.868864891,0.382938172,0.616071375,0.124640509,0.874905534,0.243404679,0.756141363
20210104,\N,\N,경상북도,0.142033047,0.857548615,0.364718952,0.63486271,0.144595427,0.85519735,0.263814009,0.735977795
20210104,\N,\N,경상남도,0.137704505,0.862025249,0.397431219,0.602298535,0.135404602,0.86444297,0.268033645,0.731813191
20210104,\N,\N,경기도,0.127899168,0.872092346,0.391925693,0.608065821,0.119867983,0.880126114,0.23130582,0.768688277
20210104,\N,\N,강원도,0.12559992,0.873516504,0.327573693,0.671542731,0.129148972,0.870505907,0.230334715,0.769321761
20210104,\N,\N,\N,0.128311283,0.87126459,0.37947551,0.620100364,0.123984835,0.875793986,0.236181869,0.763597143
20210111,0,\N,\N,0.065280483,0.924569624,0.099107461,0.890765438,0.11074784,0.881148453,0.153866377,0.838014722
20210111,10,\N,\N,0.07796953,0.92174621,0.135142395,0.864573864,0.094902018,0.90490813,0.154316104,0.845493006
20210111,20,\N,\N,0.166510246,0.833335353,0.393449599,0.606396,0.188787131,0.811142551,0.280711629,0.719218053
20210111,30,\N,\N,0.157071834,0.842861184,0.482541614,0.517391403,0.166701792,0.833263094,0.290659017,0.709305868
20210111,40,\N,\N,0.148158906,0.851812528,0.493804245,0.506167189,0.139096469,0.860887448,0.286858898,0.713125019
20210111,50,\N,\N,0.1458366,0.854123712,0.477952638,0.522007931,0.134571912,0.8654053,0.311083267,0.688894201
20210111,60,\N,\N,0.117488751,0.882435533,0.359082605,0.640841678,0.112145595,0.887816885,0.260581977,0.739381517
20210111,70,\N,\N,0.074339212,0.925034925,0.204712401,0.794665058,0.07145119,0.928360786,0.152909862,0.846903443
20210111,\N,1,\N,0.15966317,0.840028077,0.461213875,0.53847802,0.154348593,0.84544017,0.294448669,0.705340001
20210111,\N,2,\N,0.106362911,0.893311125,0.326198716,0.673476208,0.116090059,0.883698518,0.229797976,0.769990503
20210111,\N,\N,충청북도,0.137637264,0.861781746,0.385557306,0.613872665,0.150378664,0.849234531,0.275043243,0.724576216
20210111,\N,\N,충청남도,0.146553605,0.853032809,0.402077264,0.597509151,0.158343185,0.841407465,0.290137426,0.709610827
20210111,\N,\N,제주특별자치도,0.159903691,0.836798086,0.40527189,0.591429888,0.159843841,0.838532418,0.32281604,0.675560219
20210111,\N,\N,전라북도,0.141367513,0.858024531,0.38084706,0.618543409,0.148808678,0.850759768,0.277325206,0.722241665
20210111,\N,\N,전라남도,0.160307132,0.839111695,0.399197045,0.600221782,0.169134211,0.830607341,0.300139348,0.699602204
20210111,\N,\N,인천광역시,0.135563983,0.864146241,0.40644809,0.593263923,0.129278144,0.870514362,0.252794452,0.746998055
20210111,\N,\N,울산광역시,0.14944297,0.84934084,0.406016303,0.592775837,0.150793902,0.848577177,0.290325562,0.7090476
20210111,\N,\N,세종특별자치시,0.143998174,0.850997829,0.411900104,0.583095899,0.157043517,0.839277509,0.279866999,0.716446624
20210111,\N,\N,서울특별시,0.116956769,0.882999026,0.380903278,0.619052997,0.117098046,0.882855827,0.228107899,0.771846454
20210111,\N,\N,부산광역시,0.133481028,0.866268311,0.393501061,0.606250681,0.132201842,0.867562712,0.267008797,0.732754156
20210111,\N,\N,대전광역시,0.130926451,0.86820104,0.394966972,0.60415863,0.138551317,0.860761251,0.265433244,0.733879324
20210111,\N,\N,대구광역시,0.126522001,0.873183285,0.399950728,0.599752675,0.127627162,0.872122378,0.27577476,0.723971955
20210111,\N,\N,광주광역시,0.138380984,0.861026286,0.406257865,0.593149406,0.142121199,0.857399572,0.279675794,0.719844978
20210111,\N,\N,경상북도,0.144747007,0.854966083,0.381415945,0.618298114,0.150203562,0.849593857,0.287246019,0.712551399
20210111,\N,\N,경상남도,0.143711604,0.856043164,0.408189927,0.591565572,0.145065001,0.854794448,0.291062528,0.70879692
20210111,\N,\N,경기도,0.134071052,0.865924909,0.409639116,0.590356845,0.133701119,0.866293006,0.258782132,0.741211993
20210111,\N,\N,강원도,0.129017443,0.870287764,0.339716083,0.659589123,0.136193245,0.863434715,0.250565146,0.749062813
20210111,\N,\N,\N,0.133856043,0.865826871,0.395841709,0.603841969,0.135824427,0.863964246,0.263145844,0.736642733
20210118,0,\N,\N,0.068784228,0.928473854,0.105583399,0.891679762,0.115044854,0.877493577,0.166191559,0.826359566
20210118,10,\N,\N,0.078752044,0.921167192,0.140267779,0.859650935,0.097773346,0.90205262,0.168139891,0.831685554
20210118,20,\N,\N,0.158857575,0.841072953,0.39492559,0.605004938,0.193061559,0.806882042,0.294206348,0.705737253
20210118,30,\N,\N,0.154800419,0.845164966,0.486259028,0.513706358,0.172614674,0.827355444,0.307133485,0.692836634
20210118,40,\N,\N,0.146978275,0.85300898,0.495170688,0.504816566,0.14381425,0.856171321,0.301359339,0.698626232
20210118,50,\N,\N,0.143098697,0.856884633,0.475831629,0.5241517,0.138394611,0.861581794,0.324646944,0.675329461
20210118,60,\N,\N,0.114196312,0.88577355,0.355425885,0.644543977,0.114996524,0.884972661,0.274268893,0.72570063
20210118,70,\N,\N,0.071611793,0.928287657,0.202529499,0.797370617,0.07294713,0.926904376,0.164448017,0.835404155
20210118,\N,1,\N,0.156236286,0.843657676,0.460567163,0.539326892,0.158521155,0.841279397,0.308120296,0.691680628
20210118,\N,2,\N,0.104625475,0.895299968,0.328260531,0.67166501,0.119930282,0.879887477,0.24438701,0.755430946
20210118,\N,\N,충청북도,0.133781688,0.866059768,0.381081491,0.618759965,0.153275981,0.84641164,0.292390728,0.707296892
20210118,\N,\N,충청남도,0.144010046,0.855895033,0.398816596,0.601088483,0.169610666,0.830156236,0.312871825,0.686899883
20210118,\N,\N,제주특별자치도,0.158222716,0.840441777,0.414306901,0.584357592,0.159106516,0.839536912,0.321182914,0.677464727
20210118,\N,\N,전라북도,0.135723716,0.864064531,0.376314114,0.623475713,0.149589134,0.85005215,0.293895418,0.705744285
20210118,\N,\N,전라남도,0.154217292,0.845632446,0.39012955,0.60972153,0.165792352,0.833962131,0.300030663,0.69972382
20210118,\N,\N,인천광역시,0.133708554,0.866217862,0.409705939,0.590220477,0.134269297,0.865556615,0.27220911,0.727616802
20210118,\N,\N,울산광역시,0.145224595,0.854418499,0.406466996,0.593174011,0.149794733,0.849591639,0.285782777,0.713601508
20210118,\N,\N,세종특별자치시,0.142439875,0.856051997,0.409811963,0.588679909,0.225535435,0.770749966,0.35868523,0.63760017
20210118,\N,\N,서울특별시,0.117172367,0.882809814,0.386733796,0.613248625,0.122977515,0.876979864,0.25031715,0.749640229
20210118,\N,\N,부산광역시,0.127744108,0.872198873,0.390353494,0.609589488,0.129922097,0.86986589,0.258815309,0.740974284
20210118,\N,\N,대전광역시,0.125154787,0.874650111,0.388118525,0.611686373,0.142868604,0.856510101,0.282924965,0.716455634
20210118,\N,\N,대구광역시,0.120051726,0.879883089,0.398549175,0.601385639,0.126083262,0.873691895,0.280121372,0.71965473
20210118,\N,\N,광주광역시,0.136679535,0.863154574,0.403751081,0.596083028,0.144031496,0.855521388,0.288186448,0.711366436
20210118,\N,\N,경상북도,0.135910869,0.863996871,0.377678173,0.622229568,0.150055955,0.849774094,0.288105458,0.71172362
20210118,\N,\N,경상남도,0.137599764,0.862347422,0.404885901,0.595061285,0.1426159,0.857244729,0.283985605,0.715875024
20210118,\N,\N,경기도,0.134353699,0.865644276,0.413592908,0.586405066,0.140885198,0.859112593,0.282114703,0.717883087
20210118,\N,\N,강원도,0.122444481,0.877401152,0.334089664,0.665755969,0.138299358,0.861364854,0.258982926,0.740681286
20210118,\N,\N,\N,0.131242452,0.868666755,0.396494347,0.603414956,0.139832554,0.859976331,0.277255848,0.722553324
20210125,0,\N,\N,0.06723647,0.930209925,0.105021348,0.892419954,0.109372248,0.883206257,0.161152113,0.831431484
20210125,10,\N,\N,0.079006565,0.920932225,0.142353282,0.857585507,0.094977222,0.90486792,0.167638001,0.832206617
20210125,20,\N,\N,0.162431386,0.837506783,0.399120745,0.60081705,0.193924713,0.806026197,0.296771225,0.703179686
20210125,30,\N,\N,0.15836204,0.841608003,0.488739531,0.511230512,0.173372604,0.826600998,0.309198536,0.690775067
20210125,40,\N,\N,0.149278602,0.850711762,0.49689669,0.503093674,0.144045882,0.855939424,0.30456598,0.695419325
20210125,50,\N,\N,0.145632143,0.854353727,0.478028655,0.521957215,0.139308895,0.860666956,0.33077031,0.669205541
20210125,60,\N,\N,0.116865415,0.883106771,0.360046807,0.639925379,0.115058338,0.884908081,0.28122317,0.71874325
20210125,70,\N,\N,0.073759616,0.926166313,0.208156993,0.791769604,0.072848138,0.927007724,0.168886912,0.830967615
20210125,\N,1,\N,0.158763267,0.841146995,0.461445343,0.538464825,0.159275313,0.84052892,0.313025049,0.686779184
20210125,\N,2,\N,0.107105215,0.892824435,0.33352668,0.66640287,0.119312412,0.880509434,0.246675468,0.753146279
20210125,\N,\N,충청북도,0.135093797,0.86481327,0.382108266,0.617797226,0.150572074,0.849062496,0.288097851,0.711535144
20210125,\N,\N,충청남도,0.150625485,0.849286492,0.402147929,0.597764048,0.168363337,0.831413591,0.309315637,0.690461291
20210125,\N,\N,제주특별자치도,0.15930324,0.839535315,0.411963896,0.586874658,0.171720261,0.826865806,0.366852774,0.631733293
20210125,\N,\N,전라북도,0.138514911,0.86128552,0.382322807,0.617479209,0.149786573,0.849831713,0.295606781,0.704008337
20210125,\N,\N,전라남도,0.152980956,0.846865815,0.388507366,0.611338061,0.165801145,0.833962291,0.316368116,0.683396664
20210125,\N,\N,인천광역시,0.134928145,0.865001698,0.412034603,0.587895241,0.132709004,0.867109308,0.270677037,0.729140376
20210125,\N,\N,울산광역시,0.146760929,0.85300256,0.406212093,0.593549303,0.152819267,0.846647015,0.309351038,0.69011315
20210125,\N,\N,세종특별자치시,0.213824421,0.784843314,0.452745574,0.54592216,0.213519899,0.783216799,0.325963341,0.670773356
20210125,\N,\N,서울특별시,0.119718475,0.880266095,0.393250543,0.606734027,0.12247033,0.877486514,0.247847482,0.752109603
20210125,\N,\N,부산광역시,0.129676522,0.87024218,0.391436654,0.608482048,0.134373974,0.865408696,0.281741239,0.718043041
20210125,\N,\N,대전광역시,0.127963283,0.871810551,0.393069006,0.606704828,0.142001348,0.857396176,0.281320996,0.718076528
20210125,\N,\N,대구광역시,0.121688519,0.878240464,0.396671392,0.60325759,0.128269987,0.871504652,0.291576308,0.708198331
20210125,\N,\N,광주광역시,0.137217936,0.862653745,0.402482791,0.597388891,0.142115385,0.857479064,0.288428082,0.711166367
20210125,\N,\N,경상북도,0.137498627,0.862429332,0.374834158,0.625093801,0.148459589,0.851348625,0.298309124,0.70149909
20210125,\N,\N,경상남도,0.138439013,0.86150437,0.403348679,0.596594704,0.145021741,0.854861348,0.301148101,0.698734988
20210125,\N,\N,경기도,0.136628583,0.86336994,0.417717879,0.582280644,0.140600137,0.859396725,0.280047533,0.719949329
20210125,\N,\N,강원도,0.124745909,0.87516147,0.338970464,0.660936914,0.137147629,0.862525001,0.258872904,0.740799726
20210125,\N,\N,\N,0.133740021,0.866179632,0.399481332,0.600438225,0.139917218,0.859895547,0.280885202,0.718927514
20210201,0,\N,\N,0.063514326,0.910757315,0.104003759,0.870271956,0.100165049,0.887482079,0.154120851,0.833522203
20210201,10,\N,\N,0.072661858,0.926883973,0.141234503,0.858311328,0.087679538,0.912140539,0.164428027,0.83539205
20210201,20,\N,\N,0.159570111,0.840301859,0.378806914,0.621065057,0.189355751,0.8105971,0.295816859,0.704135992
20210201,30,\N,\N,0.163015468,0.836896618,0.499893169,0.500019227,0.176694896,0.823269196,0.318814101,0.68114999
20210201,40,\N,\N,0.15092511,0.84904233,0.50418193,0.49578551,0.143545731,0.85643835,0.310360017,0.689624065
20210201,50,\N,\N,0.148489322,0.851469293,0.495846047,0.504112568,0.138197101,0.861783856,0.340012448,0.65996851
20210201,60,\N,\N,0.120243226,0.87965993,0.383048667,0.61685449,0.116053832,0.883920699,0.296287503,0.703687029
20210201,70,\N,\N,0.075756831,0.923104483,0.223578879,0.775282435,0.072914178,0.926983563,0.179817058,0.820080682
20210201,\N,1,\N,0.160697192,0.83884153,0.471436776,0.52810204,0.158111411,0.841693677,0.321708864,0.678096223
20210201,\N,2,\N,0.107296307,0.892178139,0.342024558,0.657449988,0.116906714,0.882905327,0.252565503,0.747246438
20210201,\N,\N,충청북도,0.135832337,0.863123935,0.391344206,0.60761364,0.148175172,0.851546186,0.296450945,0.703268838
20210201,\N,\N,충청남도,0.147857049,0.851480739,0.410913633,0.588424156,0.160527465,0.839253004,0.310907863,0.688872606
20210201,\N,\N,제주특별자치도,0.164794163,0.831111883,0.42513899,0.570767056,0.178427604,0.82041715,0.375722557,0.623122197
20210201,\N,\N,전라북도,0.141812406,0.857187957,0.401115315,0.597885048,0.148634265,0.85098394,0.302711936,0.696906269
20210201,\N,\N,전라남도,0.155470732,0.843820309,0.406170435,0.593120605,0.164486675,0.835319973,0.327464143,0.672342504
20210201,\N,\N,인천광역시,0.135708079,0.863785092,0.4187564,0.580736771,0.13020778,0.869620581,0.274514257,0.725314104
20210201,\N,\N,울산광역시,0.147880664,0.850598517,0.414227944,0.584253329,0.15046705,0.849020432,0.318845967,0.680641515
20210201,\N,\N,세종특별자치시,0.14469394,0.848799475,0.418842938,0.574650477,0.157983766,0.838931409,0.30053582,0.696379355
20210201,\N,\N,서울특별시,0.120164203,0.879704382,0.401341863,0.598526722,0.12209301,0.877827804,0.254495736,0.745425319
20210201,\N,\N,부산광역시,0.13260239,0.866986232,0.402684593,0.596904028,0.132626943,0.867150865,0.288866655,0.710911152
20210201,\N,\N,대전광역시,0.129882844,0.868879549,0.402243249,0.596519144,0.138020085,0.861440006,0.284901048,0.714559044
20210201,\N,\N,대구광역시,0.123180743,0.876309937,0.405270478,0.594221149,0.126252734,0.873510593,0.298779925,0.700982456
20210201,\N,\N,광주광역시,0.139986758,0.858981879,0.412374592,0.586594045,0.143420293,0.856132254,0.301534915,0.698016045
20210201,\N,\N,경상북도,0.135857966,0.863669273,0.384015065,0.615512173,0.14636599,0.853445295,0.310342795,0.68946849
20210201,\N,\N,경상남도,0.138965233,0.860633638,0.415321968,0.584276903,0.141772722,0.85806859,0.310766804,0.689075243
20210201,\N,\N,경기도,0.139776095,0.860184607,0.426334047,0.573626654,0.13977836,0.860203375,0.28661739,0.713364345
20210201,\N,\N,강원도,0.126849563,0.872156491,0.346926903,0.652077552,0.138663368,0.861021829,0.276209324,0.723475873
20210201,\N,\N,\N,0.13482991,0.864677677,0.408749756,0.590757928,0.138151938,0.861656518,0.288215958,0.711592449
20210208,0,\N,\N,0.067791888,0.911373956,0.107586092,0.871575801,0.190442645,0.800996942,0.251512232,0.739935256
20210208,10,\N,\N,0.076014493,0.92365796,0.134867004,0.864805992,0.174217774,0.825670513,0.254007002,0.745881285
20210208,20,\N,\N,0.175283919,0.824580998,0.386410562,0.613454355,0.260863714,0.739108733,0.336431704,0.663540744
20210208,30,\N,\N,0.171414589,0.828509047,0.496456947,0.503466689,0.26677628,0.733198368,0.371293843,0.628680805
20210208,40,\N,\N,0.155798401,0.844169813,0.498652269,0.501315945,0.219645295,0.780339775,0.340646666,0.659338405
20210208,50,\N,\N,0.151448631,0.848513106,0.490198466,0.509763272,0.180819793,0.81916475,0.315181978,0.684802565
20210208,60,\N,\N,0.121656842,0.878278009,0.379150892,0.620783959,0.136536489,0.863444718,0.25135007,0.748631137
20210208,70,\N,\N,0.075607434,0.923900346,0.221276589,0.778231786,0.088415718,0.911502741,0.156846089,0.84307237
20210208,\N,1,\N,0.166128004,0.833506824,0.465452653,0.53418236,0.216954343,0.782905762,0.326869543,0.672990655
20210208,\N,2,\N,0.112334839,0.887284417,0.341395672,0.658223486,0.176109894,0.823758025,0.277468713,0.722399305
20210208,\N,\N,충청북도,0.140331546,0.858897529,0.388759083,0.610469992,0.205140604,0.794694198,0.313646197,0.686188604
20210208,\N,\N,충청남도,0.153193146,0.846222113,0.406075737,0.593339522,0.233722709,0.766114528,0.340746987,0.65909025
20210208,\N,\N,제주특별자치도,0.176290243,0.820514788,0.431021491,0.56578354,0.216167125,0.782903122,0.359115229,0.639955018
20210208,\N,\N,전라북도,0.147871668,0.851365619,0.391829018,0.607409845,0.20945952,0.790278889,0.324357014,0.675381394
20210208,\N,\N,전라남도,0.162280794,0.837096696,0.398932334,0.600445155,0.229865458,0.769985942,0.339738394,0.660113007
20210208,\N,\N,인천광역시,0.138092355,0.861550801,0.414148188,0.585494968,0.176980119,0.822906299,0.27628794,0.723597584
20210208,\N,\N,울산광역시,0.152122,0.846747571,0.409295249,0.589574322,0.219461432,0.780161063,0.335199287,0.664425294
20210208,\N,\N,세종특별자치시,0.147883479,0.846903201,0.417265331,0.577521349,0.242490546,0.755153363,0.350216055,0.647427854
20210208,\N,\N,서울특별시,0.127749057,0.87216308,0.398972622,0.600939275,0.184859349,0.815092158,0.27859314,0.721358367
20210208,\N,\N,부산광역시,0.136983665,0.86265563,0.397930536,0.601707958,0.181783313,0.818035935,0.283841376,0.715977871
20210208,\N,\N,대전광역시,0.134566673,0.864618444,0.395198252,0.60398497,0.209369357,0.790206145,0.316994825,0.682582572
20210208,\N,\N,대구광역시,0.126988633,0.87260958,0.400175664,0.599424431,0.175867798,0.823976945,0.297710781,0.702133962
20210208,\N,\N,광주광역시,0.145695766,0.853574996,0.410519052,0.588753288,0.215354316,0.784375771,0.331012061,0.668718026
20210208,\N,\N,경상북도,0.144331011,0.855311676,0.385779589,0.613863099,0.210875193,0.78896557,0.328515534,0.6713262
20210208,\N,\N,경상남도,0.14485672,0.854834605,0.410996112,0.588695214,0.205688165,0.794196996,0.320189819,0.679695342
20210208,\N,\N,경기도,0.142939531,0.857032337,0.422440223,0.577531645,0.194652089,0.805336328,0.298680651,0.701307765
20210208,\N,\N,강원도,0.134053649,0.865309813,0.353140873,0.64622259,0.192266611,0.807549926,0.294113742,0.705702795
20210208,\N,\N,\N,0.140075623,0.859551663,0.405371048,0.594256286,0.19717311,0.80269078,0.302944399,0.696919586
20210215,0,\N,\N,0.064407845,0.929931264,0.106255859,0.888091144,0.118350752,0.869553732,0.182620122,0.805280414
20210215,10,\N,\N,0.074322173,0.925567009,0.132379979,0.867509747,0.101665048,0.89812744,0.187752561,0.81204047
20210215,20,\N,\N,0.172007681,0.827911817,0.388182576,0.611736922,0.203814616,0.796121749,0.307984896,0.691951852
20210215,30,\N,\N,0.163578883,0.836368475,0.498111992,0.501835367,0.182310719,0.817646548,0.332085367,0.667871901
20210215,40,\N,\N,0.15180369,0.848178956,0.500075109,0.499907536,0.152438108,0.847545743,0.325826679,0.674157171
20210215,50,\N,\N,0.149337326,0.850637053,0.488858398,0.511115981,0.143958073,0.856022394,0.35215307,0.647827397
20210215,60,\N,\N,0.121514107,0.878454536,0.375184579,0.624784064,0.122837403,0.877133748,0.314444261,0.685527204
20210215,70,\N,\N,0.076010989,0.923907966,0.215041062,0.784877893,0.077955881,0.921932086,0.194707558,0.805181601
20210215,\N,1,\N,0.162682964,0.8371881,0.465552306,0.534318851,0.165524137,0.834277029,0.334354781,0.665446757
20210215,\N,2,\N,0.109822085,0.890075319,0.339583003,0.660314599,0.126206438,0.873592719,0.27035782,0.729441338
20210215,\N,\N,충청북도,0.135857902,0.863970272,0.386497489,0.613330685,0.155314785,0.844374666,0.314040191,0.685647684
20210215,\N,\N,충청남도,0.146046905,0.853808258,0.399987123,0.59986804,0.164275407,0.835478369,0.324533259,0.675220518
20210215,\N,\N,제주특별자치도,0.160468412,0.838160541,0.401450443,0.597182768,0.175324941,0.823299754,0.372369045,0.62625565
20210215,\N,\N,전라북도,0.142681125,0.857044572,0.37909082,0.620634877,0.158770661,0.840903013,0.319967504,0.67970617
20210215,\N,\N,전라남도,0.156022116,0.843779561,0.3825777,0.617223977,0.173298563,0.826485694,0.333069619,0.666714638
20210215,\N,\N,인천광역시,0.135785541,0.864132062,0.414859587,0.585058015,0.137261259,0.862551556,0.287300917,0.712511897
20210215,\N,\N,울산광역시,0.152155222,0.847556764,0.408631562,0.591080423,0.163493738,0.835988671,0.33389762,0.665586876
20210215,\N,\N,세종특별자치시,0.1393547,0.857993968,0.415809816,0.581538853,0.160881896,0.83535396,0.317856895,0.678378962
20210215,\N,\N,서울특별시,0.124256939,0.875711062,0.400599393,0.599368608,0.128506912,0.871411286,0.268598086,0.731320112
20210215,\N,\N,부산광역시,0.13982837,0.860088404,0.399516772,0.600400002,0.146560396,0.85320673,0.30218478,0.697581546
20210215,\N,\N,대전광역시,0.131202558,0.868552534,0.395656518,0.604098574,0.148448162,0.850965199,0.304407634,0.695013321
20210215,\N,\N,대구광역시,0.12933442,0.870564794,0.406317044,0.593583111,0.140668098,0.85910207,0.321102203,0.678667966
20210215,\N,\N,광주광역시,0.141791575,0.858012511,0.398928151,0.600875935,0.157952547,0.841644564,0.32220774,0.677389372
20210215,\N,\N,경상북도,0.147230687,0.85267702,0.388607867,0.611300812,0.164632093,0.835175551,0.335675296,0.664132347
20210215,\N,\N,경상남도,0.148175406,0.851737472,0.411703257,0.588209622,0.157553804,0.842296112,0.329769695,0.670080222
20210215,\N,\N,경기도,0.137105332,0.86288694,0.423385158,0.576607115,0.143226086,0.856753858,0.299454056,0.700526073
20210215,\N,\N,강원도,0.131603436,0.868210918,0.351339608,0.648474746,0.149157396,0.850570537,0.294813784,0.704914149
20210215,\N,\N,\N,0.137081802,0.862802019,0.404543851,0.595340114,0.146482101,0.853318093,0.303360279,0.696440106
20210222,0,\N,\N,0.074094495,0.921682794,0.118691247,0.877090014,0.153214423,0.834431267,0.22130885,0.766316977
20210222,10,\N,\N,0.078715363,0.921197903,0.13852747,0.861385796,0.124869789,0.874962197,0.216236921,0.783595066
20210222,20,\N,\N,0.182949728,0.816972784,0.399948574,0.599973938,0.235398875,0.764561802,0.336058438,0.663902239
20210222,30,\N,\N,0.173070512,0.826893123,0.509528033,0.490435602,0.22127609,0.778681329,0.36664646,0.633310959
20210222,40,\N,\N,0.16121382,0.838773372,0.515142267,0.484844924,0.183043925,0.81693795,0.355891009,0.644090865
20210222,50,\N,\N,0.158145752,0.841837213,0.510160065,0.4898229,0.167496304,0.832486915,0.37447965,0.625503569
20210222,60,\N,\N,0.130210377,0.869769195,0.402641216,0.597338357,0.140787763,0.859189296,0.331477517,0.668499542
20210222,70,\N,\N,0.080760857,0.919188351,0.23875795,0.761191258,0.086880587,0.912976001,0.203693519,0.796163069
20210222,\N,1,\N,0.172553764,0.827351387,0.484457417,0.515447828,0.192088196,0.807705522,0.358618516,0.641174829
20210222,\N,2,\N,0.117040311,0.882881194,0.354799188,0.645122317,0.152424025,0.847387965,0.296893291,0.7029186
20210222,\N,\N,충청북도,0.145159699,0.854734388,0.407676616,0.592217471,0.179457412,0.820277015,0.340032234,0.659702194
20210222,\N,\N,충청남도,0.156607795,0.843285667,0.422264716,0.577629956,0.195632152,0.804130559,0.355863027,0.643899684
20210222,\N,\N,제주특별자치도,0.171962778,0.826951085,0.428251177,0.570662686,0.185461974,0.813281514,0.359245676,0.639497812
20210222,\N,\N,전라북도,0.15192561,0.847878147,0.40412533,0.595678427,0.177788857,0.821902536,0.332985638,0.666704173
20210222,\N,\N,전라남도,0.164192277,0.835704037,0.404547004,0.59534931,0.192058405,0.807723449,0.341974549,0.657808652
20210222,\N,\N,인천광역시,0.144253674,0.855664539,0.431589607,0.568328606,0.166726866,0.833087988,0.320129238,0.679685617
20210222,\N,\N,울산광역시,0.160487191,0.839254879,0.425314914,0.574427155,0.18806688,0.811375318,0.348845925,0.650594176
20210222,\N,\N,세종특별자치시,0.149956922,0.848390284,0.433291161,0.565056045,0.199094905,0.797547156,0.356890687,0.639751375
20210222,\N,\N,서울특별시,0.132245847,0.867730275,0.416613884,0.583362238,0.15873564,0.841180184,0.303623191,0.696292392
20210222,\N,\N,부산광역시,0.148632417,0.851300903,0.409617278,0.590316042,0.167269966,0.832452869,0.315497155,0.684224876
20210222,\N,\N,대전광역시,0.142334177,0.857452558,0.414211703,0.585576936,0.176743259,0.822668358,0.3317507,0.667659013
20210222,\N,\N,대구광역시,0.138715837,0.861208578,0.420330814,0.579593601,0.159511866,0.840261377,0.330077607,0.669694692
20210222,\N,\N,광주광역시,0.15437141,0.845446225,0.421750573,0.578065475,0.181361313,0.818259683,0.340211026,0.659409971
20210222,\N,\N,경상북도,0.151882463,0.848042411,0.40403936,0.595885515,0.178365013,0.821428148,0.343169235,0.656623927
20210222,\N,\N,경상남도,0.154166717,0.845778132,0.421458203,0.578486646,0.175275316,0.824565114,0.339232847,0.660607583
20210222,\N,\N,경기도,0.145545184,0.854447619,0.440982864,0.559009938,0.175426425,0.824556966,0.334618065,0.665365326
20210222,\N,\N,강원도,0.144647422,0.85521777,0.374190771,0.625674421,0.17661588,0.823106479,0.322064727,0.677657632
20210222,\N,\N,\N,0.145654116,0.854258959,0.421630111,0.578283013,0.17286849,0.826934082,0.328708886,0.671093445
20210301,0,\N,\N,0.058055146,0.901076109,0.105429209,0.853683406,0.09159677,0.905898095,0.146635643,0.850859221
20210301,10,\N,\N,0.11322743,0.886242465,0.253656633,0.745813261,0.097846598,0.902127952,0.166360937,0.833613614
20210301,20,\N,\N,0.203136836,0.796701138,0.425311684,0.57452629,0.212189065,0.787806701,0.304350162,0.695645605
20210301,30,\N,\N,0.172703414,0.827210335,0.515851423,0.484062326,0.175907105,0.824087,0.310402225,0.68959188
20210301,40,\N,\N,0.16040008,0.839565154,0.520802517,0.479162717,0.142624029,0.857373074,0.299062691,0.700934412
